-21,56257803943 0,003795867584981
-21,52933287993 0,00376734059098
-21,43761672564 0,003909975560986
-21,43749993936 0,003967029548989
-21,33749195957 0,004071628526994
-21,3373751733 0,004043101532993
-21,23744505103 0,004242790491002
-21,23732826475 0,004257053988003
-21,13739814248 0,004466251944013
-21,13726189183 0,004494778938014
-21,02894262216 0,004694467896023
-20,96214087311 0,004722994890024
-20,93722646787 0,004946456343035
-20,86209396456 0,005022528327038
-20,82884880507 0,005231726283048
-20,76204705602 0,005317307265052
-20,72880189652 0,005516996223061
-20,66200014747 0,005593068207065
-20,62874201172 0,005802266163075
-20,56195323892 0,005878338147078
-20,52870807943 0,006078027105088
-20,46190633037 0,006249189069096
-20,42864819463 0,0063490335481
-20,33694501659 0,006463141524106
-20,33680876593 0,006577249500111
-20,22848949627 0,006700866474117
-20,16168774722 0,006872028438125
-20,12844258772 0,007043190402133
-20,03680429094 0,007176316374139
-20,03666804029 0,007433059320151
-19,96167178764 0,007708820262164
-19,92841365189 0,007780137747167
-19,83678833137 0,008022617196179
-19,83665208071 0,008288869140191
-19,76165582806 0,0084885580982
-19,72841066857 0,008659720062208
-19,66168677703 0,008987780493224
-19,62842864128 0,009158942457232
-19,53672546324 0,009377649411242
-19,53660867697 0,009477493890247
-19,43667855469 0,009648655854255
-19,43654230404 0,009662919351256
-19,33663164615 0,009777027327261
-19,33649539549 0,009843590313264
-19,26142128532 0,01011459675628
-19,22817612583 0,01014312375028
-19,13653782905 0,01041413019329
-19,13642104278 0,0105852921573
-19,0364909205 0,01071841812931
-19,03637413423 0,01083252610531
-18,9613584172 0,01100368806932
-18,92810028145 0,01111779604532
-18,86131150865 0,01128895800933
-18,8280533729 0,01161701844035
-18,7612646001 0,01173112641635
-18,73652537427 0,01187376138636
-18,73635019486 0,01204492335037
-18,66125662031 0,01235872028438
-18,62803741333 0,01234445678738
-18,5364120928 0,01251561875139
-18,53625637777 0,0128008886914
-18,46124066074 0,01297205065541
-18,42802145375 0,01314321261942
-18,36127160971 0,01339995556543
-18,32805240272 0,01369473450345
-18,26126362992 0,01403705843146
-18,22801847042 0,01426527438347
-18,13645803116 0,01440790935348
-18,13630231613 0,0147787602755
-18,06124767034 0,0149404132415
-18,03648898013 0,01511157520551
-18,0363332651 0,01529700066652
-17,93644207158 0,01546816263053
-17,93630582093 0,01553472561653
-17,86123171076 0,01567736058654
-17,82798655127 0,01573441457454
-17,76118480221 0,01594836702955
-17,72792666647 0,01604821150855
-17,63622348842 0,01613854698956
-17,63608723777 0,01639528993557
-17,53607925798 0,01656645189958
-17,52791070689 0,01659497889358
-17,46116086285 0,0169230393246
-17,46104407657 0,01716551877361
-17,42794165586 0,01739373472562
-17,36119181181 0,01767900466563
-17,32797260483 0,01816396356365
-17,2613006183 0,01836365252166
-17,22808141131 0,01876303043768
-17,16121478099 0,01894845589869
-17,13645609079 0,0192337258387
-17,13631984013 0,01930504332371
-17,03640918224 0,01961884025772
-17,03627293159 0,01964736725172
-16,93636227369 0,01983279271273
-16,93624548742 0,01994690068874
-16,86122977039 0,02013232614975
-16,82797163464 0,02024643412575
-16,76118286184 0,02044612308376
-16,72792472609 0,02070286602977
-16,66117488205 0,02087402799378
-16,62795567506 0,02118782492779
-16,56120583102 0,02141604087981
-16,52798662403 0,02175836480782
-16,46123677999 0,02192952677183
-16,428017573 0,02221479671184
-16,36118987144 0,02238595867585
-16,32797066445 0,02267122861586
-16,26122082041 0,02284239057987
-16,22800161342 0,02318471450789
-16,16125176938 0,0234129304599
-16,12803256239 0,02375525438791
-16,06128271835 0,02398347033993
-16,02806351136 0,02432579426794
-15,96131366732 0,02455401021995
-15,92809446033 0,02489633414797
-15,86134461629 0,02512455009998
-15,8281254093 0,02546687402799
-15,76137556526 0,02569508998001
-15,72815635827 0,02603741390802
-15,66140651422 0,02626562986003
-15,62818730724 0,02660795378805
-15,56143746319 0,02677911575206
-15,52821825621 0,02706438569207
-15,46139055465 0,02723554765608
-15,42817134766 0,02753032659409
-15,36142150362 0,02787265052211
-15,32821527288 0,02815792046212
-15,23665483362 0,02838613641413
-15,23649911858 0,02872846034215
-15,16148340155 0,02906127527216
-15,12826419457 0,02914685625417
-15,03663887404 0,02943212619418
-15,03652208777 0,02971739613419
-14,93651410798 0,0298029771162
-14,83646719943 0,0299170850922
-14,83635041315 0,03001692957121
-14,73642029088 0,03013103754721
-14,73628404023 0,03010251055321
-14,63629552482 0,03021661852922
-14,63617873854 0,03027367251722
-14,56116302151 0,03045909797823
-14,52790488577 0,03063025994224
-14,46119397048 0,03085847589425
-14,42793583473 0,03112472783826
-14,36114706193 0,03126736280827
-14,32790190244 0,03147656076427
-14,26110015339 0,03156214174628
-14,22785499389 0,03176183070429
-14,16105324484 0,0319234836703
-14,12779510909 0,0320375916463
-14,03609193105 0,0320566096423
-14,03597514478 0,03220875361031
-13,96088157023 0,03223728060431
-13,92763641073 0,03229433459231
-13,86083466168 0,03249402355032
-13,82757652593 0,03257960453233
-13,73587334789 0,03268420351033
-13,73571763286 0,03271273050433
-13,63574858183 0,03282683848034
-13,6355928668 0,03276978449234
-13,53570167328 0,03271273050433
-13,53554595825 0,03271273050433
-13,53539024322 0,03272699400133
-13,4354990497 0,03278404798934
-13,43536279905 0,03275552099534
-13,41062357322 0,03293619195734
-13,36028868888 0,03305029993335
-13,32704352939 0,03316440790935
-13,23540523261 0,03310735392135
-13,23526898195 0,03336409686736
-13,16023380054 0,03363985780938
-13,12701459355 0,03369691179738
-13,03538927303 0,03391086425239
-13,035233558 0,0341961341924
-12,96021784096 0,03433876916241
-12,92699863398 0,03445287713842
-12,86020986118 0,03450993112642
-12,82695172543 0,03479520106643
-12,77665576985 0,03485225505443
-12,7353264049 0,03516605198845
-12,73517068987 0,03523736947345
-12,6770760064 0,03569380137747
-12,6351432457 0,03575085536548
-12,58537282836 0,03597907131749
-12,58521711332 0,03589349033548
-12,48517020478 0,03596480782048
-12,4850534185 0,03587922683848
-12,40995984396 0,03587922683848
-12,38500650996 0,03573659186847
-12,28484281513 0,03576511886248
-12,23466364583 0,03569380137747
-12,18471804907 0,03566527438347
-12,13451941538 0,03552263941347
-12,0762495525 0,03560822039547
-12,03433625618 0,03549411241946
-11,98446851694 0,03556542990447
-11,93425041888 0,03543705843146
-11,88430482212 0,03555116640746
-11,83410618844 0,03540853143746
-11,78418005606 0,03546558542546
-11,73396195799 0,03534196845146
-11,68401636124 0,03529917796045
-11,62548048517 0,03507096200844
-11,53367349711 0,03495685403244
-11,53355671083 0,03467158409242
-11,43343194477 0,03453845812042
-11,43331515849 0,03431024216841
-11,33326824995 0,0341961341924
-11,33311253491 0,03399644523439
-11,23302669761 0,03393939124639
-11,23290991133 0,03372543879138
-11,13286300279 0,03366838480338
-11,13272675213 0,03349722283937
-11,03266037921 0,03335458786936
-11,03254359293 0,03321195289935
-10,95737216087 0,03314063541435
-10,93241882687 0,03302652743835
-10,83225513205 0,03296947345035
-10,73213036598 0,03302652743835
-10,65699786268 0,03305505443235
-10,63204452868 0,03302652743835
-10,53195869137 0,03305505443235
-10,5318419051 0,03302652743835
-10,43179499655 0,03296947345034
-10,43167821028 0,03276978449233
-10,33159237297 0,03268420351033
-10,33143665794 0,03242746056432
-10,23135082063 0,03222777160631
-10,2311951056 0,0319139746723
-10,13103141078 0,03174281270829
-10,1309146245 0,03142901577427
-10,0308287872 0,03112948233726
-10,03067307217 0,03095832037325
-9,98047443848 0,03073010442124
-9,930548306102 0,03033072650522
-9,871947548774 0,03010251055321
-9,80500306094 0,0298315041102
-9,780049726941 0,02954623417018
-9,729792700118 0,02926096423017
-9,679847103361 0,02911832926017
-9,621246346033 0,02883305932015
-9,529465310474 0,02877600533215
-9,5293485242 0,02854778938014
-9,429340544411 0,02846220839814
-9,429223758136 0,02843368140414
-9,354130183589 0,02846220839814
-9,329176849589 0,02840515441013
-9,229013154767 0,02834810042213
-9,128888388704 0,02831957342813
-9,128771602429 0,02823399244612
-9,028685765124 0,02809135747612
-8,92856099906 0,02803430348811
-8,928444212785 0,02796298600311
-8,828436232996 0,02787740502111
-8,828299982343 0,0276777160631
-8,728194680658 0,02759213508109
-8,728038965625 0,02732112863808
-8,62795312832 0,02716423017107
-8,627816877666 0,02687896023106
-8,527711575982 0,02670779826705
-8,527555860949 0,02639400133304
-8,427431094885 0,02618004887803
-8,427275379853 0,02583772495001
-8,327150613789 0,025609508998
-8,326994898756 0,02526718506999
-8,226870132692 0,02503896911797
-8,22671441766 0,02469664518996
-8,126589651596 0,02446842923795
-8,126433936563 0,02412610530993
-8,0263091705 0,02381230837592
-8,026153455467 0,02358409242391
-8,026036669192 0,0233558764719
-7,926028689403 0,0233986669629
-7,925872974371 0,0234271939569
-7,876180414542 0,0234271939569
-7,825942852098 0,02324176849589
-7,825787137065 0,02305634303488
-7,825650886411 0,02292797156188
-7,775432788347 0,02281386358587
-7,75084927755 0,02269975560987
-7,725662371001 0,02257138413686
-7,725506655969 0,02272828260387
-7,666944827399 0,02245727616085
-7,625459747421 0,02240022217285
-7,575261113736 0,02234316818485
-7,525334981358 0,02230513219285
-7,475116883293 0,02199133525883
-7,416581007229 0,02183443679183
-7,349688424406 0,02143505887581
-7,324735090407 0,0213494778938
-7,266134333079 0,0214160408798
-7,199656990344 0,0213304598978
-7,174703656344 0,02107371695179
-7,17435329752 0,02118782492779
-7,174197582488 0,02093108198178
-7,116102899016 0,02050317707176
-7,07415067394 0,02056023105977
-7,073994958908 0,02038906909576
-7,049275197457 0,02021790713175
-7,023776860843 0,02010379915574
-6,999057099393 0,01998969117974
-6,973870192844 0,01953325927572
-6,92365209478 0,01961884025772
-6,898465188231 0,01936209731171
-6,873706498022 0,01930504332371
-6,823488399958 0,0192479893357
-6,7735428032 0,01953325927572
-6,714980974631 0,01947620528771
-6,648542560654 0,01941915129971
-6,623316725347 0,0191624083537
-6,623161010314 0,01890566540769
-6,623005295281 0,01839217951566
-6,622849580249 0,01822101755166
-6,547717076943 0,01804985558765
-6,522958386734 0,01799280159965
-6,522802671701 0,01795001110864
-6,422677905638 0,01797853810264
-6,422541654984 0,01769326816263
-6,322475282058 0,01755063319262
-6,322319567025 0,01730815374361
-6,222233729719 0,01717978227061
-6,222097479066 0,01692303932459
-6,121992177381 0,01678040435459
-6,121875391107 0,01650939791157
-6,021750625043 0,01640955343257
-5,971551991358 0,01617182848256
-5,921586930221 0,01605772050656
-5,863012125399 0,01584376805155
-5,771282994851 0,01574392357254
-5,771146744198 0,01548718062653
-5,671041442513 0,01535405465452
-5,670924656238 0,01508304821151
-5,570799890175 0,0149546767385
-5,570663639521 0,01472646078649
-5,470597266595 0,01461235281049
-5,47048048032 0,01439840035548
-5,370394643015 0,01429855587647
-5,370258392361 0,01407033992446
-5,270153090677 0,01392770495446
-5,270036304402 0,01367096200844
-5,169911538338 0,01357111752944
-5,169794752064 0,01337142857143
-5,069747843517 0,01325732059542
-5,069631057242 0,01304336814041
-4,969506291178 0,01292926016441
-4,969370040525 0,01267251721839
-4,86926473884 0,01255840924239
-4,869147952566 0,01234445678738
-4,769101044018 0,01224461230838
-4,768964793365 0,01204492335037
-4,66885949168 0,01193081537436
-4,668742705406 0,01167407242835
-4,568617939342 0,01160275494335
-4,568501153067 0,01140306598534
-4,468493173278 0,01134601199734
-4,468337458246 0,01120337702733
-4,368290549698 0,01117485003333
-4,368173763424 0,01097516107532
-4,268087926118 0,01094663408131
-4,267971139844 0,01074694512331
-4,167924231296 0,0106328371473
-4,167768516264 0,01037609420129
-4,0676437502 0,01020493223728
-4,067488035167 0,009891135303267
-3,967363269104 0,009719973339259
-3,967246482829 0,009434703399244
-3,867160645524 0,009263541435236
-3,867004930491 0,009006798489224
-3,766880164427 0,008892690513219
-3,766763378153 0,008664474561209
-3,666716469605 0,008578893579205
-3,666599683331 0,008421995112197
-3,566513846025 0,008364941124195
-3,516354141098 0,008150988669185
-3,416248839414 0,008093934681182
-3,41611258876 0,007908509220173
-3,316085144592 0,007808664741169
-3,315948893938 0,007594712286159
-3,215843592254 0,007580448789158
-3,165644958568 0,007390268829149
-3,11571882619 0,007290424350144
-3,057169973873 0,007090735392135
-2,965375962062 0,007019417907132
-2,965259175787 0,00676267496112
-2,865173338482 0,006696111975117
-2,865056552207 0,006524950011109
-2,765048572418 0,006496423017107
-2,764892857385 0,006353788047101
-2,664845948838 0,006353788047101
-2,664729162564 0,006182626083093
-2,564682254016 0,006182626083093
-2,564565467742 0,006025727616085
-2,464518559195 0,005968673628083
-2,464382308541 0,005768984670073
-2,364277006856 0,005683403688069
-2,364160220582 0,005455187736059
-2,264074383276 0,005383870251055
-2,263957597002 0,005212708287047
-2,163910688454 0,005155654299045
-2,16379390218 0,004984492335037
-2,063708064874 0,004984492335037
-2,038560087084 0,00484185736503
-1,963583298811 0,004870384359031
-1,913404129504 0,004784803377027
-1,863458532747 0,00484185736503
-1,813279363441 0,004784803377027
-1,763294837925 0,004727749389025
-1,663131143104 0,004670695401022
-1,612951973797 0,004594623417019
-1,56300637704 0,004423461453011
-1,504457524723 0,004337880471007
-1,437655775669 0,004309353477005
-1,41270244167 0,004109664518996
-1,312538746848 0,004071628526994
-1,312421960574 0,003971784047989
-1,212375052026 0,003800622083981
-1,212238801373 0,003715041101977
-1,137125762446 0,003686514107976
-1,112172428446 0,003529615640969
-1,012008733624 0,003486825149967
-0,9618490286972 0,003372717173961
-0,8617437270126 0,003287136191957
-0,8115645577062 0,00314450122195
-0,761618960949 0,003158764718951
-0,7114397916426 0,003058920239946
-0,6614941948854 0,00314450122195
-0,6112955611999 0,003039902243946
-0,5613694288217 0,003068429237947
-0,5028205765046 0,00292579426794
-0,4111044222099 0,00291153077094
-0,4109876359353 0,002797422794935
-0,3109017986299 0,002688069317929
-0,2107770325663 0,002631015329927
-0,2106407819126 0,002592979337925
-0,1356834580185 0,002759386802933
